comments,labels
"মেয়াদ থাকবে কেন?  আমার যখন খুশি তখন ব্যবহার করবো,,, সরকারি সিম যদি এরকম করে বেসরকারি গুলো তো ডাকাতি শুরু করবে,,,",Availability
ভাইরে ভাই কারেন্ট চলে গেলে নেটওয়ার্ক থাকে না আমি টাকাই খরচ করে ভোগান্তি তে থাকবো কেনো,Network Issue
টেলিটক বর্ণমালা রিচার্জ অফার জানতে চাই??,Promotional
নেটওয়ার্কের যে অবস্থা তাতে আনলিমিটেড টাইমেই ডাটা শেষ হবে না....,Internet Issue
আপনাদের নেটওয়ার্ক ঠিক করেন আগে। লোকেশন; উপজেলা :  সরিষাবাড়ি জেলা: জামালপুর।,Network Issue
সিম রিপ্লেসমেন্ট চার্জ কত ?,Promotional
হায়রে সোনার টেলিটক কারেন্ট গেলে নেট শেষ😌,Internet Issue
"কারেন্ট যাওয়ার সাথে সাথে নেটওয়ার্ক চলে যায়, বাজে একটা সিম",Network Issue
নেট আরো শক্তিশালী করতে হবে ভাই,Internet Issue
মেয়াদ বাড়ানো দরকার,Availability
নেটওয়ার্ক সমস্যা করে খুব ।,Network Issue
"দুইদিন ধরে নেটওয়ার্ক এ খুব সমস্যা করতেছে 
কল ও যাচ্ছে না 
হবিগঞ্জ জেলাই 
লাখাই থানা, বামৈই গ্রাম",Network Issue
সিম রিপ্লেস কতটাকা,Promotional
মেয়াদ ১মাস হলে আরো ভালো হতো,Availability
নেটওয়ার্ক থাকে আবার থাকেনা।  এই সমস্যা আগে সমাধান করুন৷  নেটওয়ার্ক নিরবচ্ছিন্ন না পেলে সিম লাগিয়ে লাভ নাই,Network Issue
"৩০ জিবি ডাটা মাত্র ১৮৯ টাকায় (মেয়াদ ১৫ দিন) 
অফারটির ডায়াল কোড কত ???",Promotional
ঘরের ছাদে ছাড়া কোথাও নেটওয়ার্ক পায়না আর ব্রাউজিং করবো কি সুন্দর কথা 😔,Internet Issue
আগে গ্রামে ৪জি দেন।।😡😡,3g/4g Issue
ভাই আগে নেটওয়ার্ক ঠিক করেন তার পরে অফার দেন৷ বাসায় নেটওয়ার্ক 3g ও ঠিক মত পাই না। তাই এখন সিম বন্ধ করে রাখতে বাধ্য হলাম।।,Network Issue
১২৭ টাকা ৬ মাস আগে ৬ জিবি কিনেছিলাম কিন্তু নেট পাইনা তাই ব্যবহারও করতে পারতেছি না!😪😪😪,Availability
আমি আমার রবি নাম্বার টেলিটক বানাতে চাই। গাজিপুর কাস্টমার কেয়ার কয়টা পর্যন্ত চালু থাকে এবং কত টাকা লাগবে?,Promotional
নেটওয়ার্কই থাকে না,Network Issue
আমাদের ময়মনসিংহ জেলা ঈশ্বরগন্জ থানা পৌরসভাই নেটওয়ার্ক চলেই না,Network Issue
নেটওয়ার্ক পাওয়া যায় না কথা বলার ইন্টারনেট।,Internet Issue
"সেরা অফার 
কিন্তু গ্রামে নেটওয়ার্ক নাই 😳🤪",Network Issue
নেটওয়ার্ক নাই।,Network Issue
"কাছাকাছি টাওয়ার নেই, সেই জন্য ইন্টারনেট চালাতে পারিনা, টেলিটক দিয়ে।",Internet Issue
"আমাদের এখানে অনেকের কাছে সিম আছে, কিন্তু কেও ইউস করে না, নেট পাওয়া যাই না",Network Issue
ফ্রি ফায়ার আনবেন করুন দেখবেন আপনাদের টেলিটক সিম দিয়ে হাজারো মানুষ নেটওয়ার্ক চালাবে,Internet Issue
"বাসার সামনে টেলিটক টাওয়ার, কিন্তু তবুও নেটওয়ার্ক ঠিকমতো পাইনা।",Network Issue
"আগে নেটওয়ার্ক নিয়ে কাজ করেন, টেলিটকের এক্টিভ ইউজার অনেক বেড়ে যাবে😒...

নেটওয়ার্ক বলতে 5G/6G ওইসব না,সবখানে সবসময় যেন একটা স্টেবল নেট থাকে",3g/4g Issue
আমার এলাকায় কারেন্ট না থাকলে নেটওয়ার একদম থাকে নাহ...ঐই জিনিসটা আরেকটু উন্নত করতে হব,Network Issue
কি আর বলবো গুলশানের মত জায়গায় নেটওয়ার্ক থাকে না ( পুলিশ প্লাজা মার্কেটের ভিতরে) অথচ অন্য অপারেটর দের নেটওয়ার্ক ঠিকই থাকে। ঢাকায় থেকে যদি নেটওয়ার্ক সমস্যা হয়। তাহলে ঢাকার বাহিরে কি অবস্থা হবে?,Network Issue
"নিজের এলাকায় জীবনে ও টেলিটকের নেট পাইনা।
সিম রাইখা কি করুম।",Internet Issue
"ফুল নেটওয়ার্ক থাকার পরেও 10kb উঠে না।(রংপুর,শালবন মিস্ত্রিপাড়া)",Internet Issue
আগে নেটওয়ার্ক ঠিক করেন তার পর সিম অন করবে,Network Issue
নেটওয়ার্ক সম্প্রসারণ করুন।,Network Issue
আমার একটা সিম আজকে হটাৎ বন্ধ হয়ে গেছে এখন কি করবো দয়াকরে বলেন???,Promotional
আমি একটি বর্নমালা সিম নিতে চায়। আমার কি কি লাগবে,Promotional
গুলশান এলাকায় নেটওয়ার্ক পাওয়া যায় না আবার  বালের  সার্ভিস,Network Issue
আগে নেটওয়ার্ক স্প্রিড বাড়ান,Network Issue
এলাকার টেলিটক টাওয়ার টায় 4g নেই 🙂,3g/4g Issue
নেটওয়ার্ক সমস্যা অনেক বেশি,Network Issue
অপরাজিতা সিম নিতে হলে কি করতে হবে,Promotional
"পিরোজপুরে নেটওয়ার্ক খুব খারাপ , সারা রাস্তায় 4G আর বাসায় আসলে 2Gও নাই । কিভাবে চালাবো বলেন ?",Network Issue
অফার না দিয়া নেটওয়ার্ক উন্নয়ন এর কাজ করুন ভালো হবে,Network Issue
চট্টগ্রামে কি সমস্যা হয়েছে এখন নেটওয়ার্ক আগের মতন থাকে না  2g থাকে না কেন,3g/4g Issue
অনলাইনে কি সিম কিনা যাবে?,Promotional
অতিরিক্ত নেট খারাপ 😑,Network Issue
"টেলিটক ২জি ৩জি ছাড়া পায় না তাহলে উন্নত কবে হবে, ১৮ কোটি মানুষের মরন কালে টেলিটক নেটওয়ার্ক এর উন্নত হবে।",3g/4g Issue
টেলিটক সিম একটা সংগ্রহে আছে।কিন্তু অত্যন্ত দুঃখের বিষয় হইলো আমাদের প্রত্যন্ত গ্রামাঞ্চলে নেটওয়ার্ক একেবারেই পায়না বললেই চলে।এজন্য ব্যবহার আর করা হয়না।,Network Issue
টেলিটকের নেটওয়ার্ক সিস্টেমের অবস্থা উন্নত করা জরুরী,Network Issue
আগে নেটওয়ার্ক সমস্যা সমাধান করেন,Network Issue
", টেলিটক সিমের দোকানেই তো খুঁজে পাচ্ছিনা",Availability
নেটওয়ার্ক এর সমস্যা থাকার জন্য টেলিটক সিম ব্যবহার করতে কষ্ট হয়ে যায়,Network Issue
নেটওয়ার্ক খুবই খারাপ,Network Issue
খুলনার কয়রা উপজেলা তে আপনাদের ইন্টারনেট ব্যবহার করা যায় না,Network Issue
কারেন্ট গেলে টেলিটকও চলে যায়....... গোপিবাগ ঢাকা,Network Issue
"ব্যাবহার করি, কিন্ত আমার বাড়ির এলাকাসহ আরও কিছু এলাকায় কভারেজ পাইনি তখন সমস্যায় পড়তে হয়েছে।",Network Issue
"আগে নেটওয়ার্ক সমস্যা ঠিক করেন,,,, কথা বলার মতো ও নেটওয়ার্ক নেই,, টাঙ্গাইল সদর",Network Issue
বর্ণমালা ছিম কি NID কার্ড ছাড়া কিনতে পারবো?,Promotional
এই অফার টা পুরাতন ছিমে পাব নাকি,Promotional
সব সেবা আছে নেটওয়ার্ক বাদে।,Network Issue
আমার সিম বর্ণমালা নাকি আপারাজিতা সিম বুঝবো কীভাবে??,Promotional
দিনাজপুর টেলিটক কাস্টমার কেয়ার কোথায় ...?,Promotional
আপনাদের সিমের মূল্য কত,Promotional
আপনাদের নেটওয়ার্ক বৃদ্ধি করেন,Network Issue
"Teletalk নেটওয়ার্ক একদম দূর্বল!ও বাজে।  
লোকেশন: হাজীপাড়া, খুটাখালী, চকরিয়া,কক্সবাজার।",Internet Issue
বিদ্যুৎ চলে যাওয়ার কিছুক্ষণ পর নেটওয়ার্ক বন্ধ এরই নাম টেলিটক সিম......,Network Issue
"নেটওয়ার্ক নাই 🤣🤣 ফালতু নেটওয়ার্ক,  ঢাকার ৭০% যায়গায় নেট স্লো অথবা নেট চলে না",Network Issue
আগে আপনাদের টেলিটকের নেটওয়ার্ক সেবাটি ভালো করুন। নেটওয়ার্ক খুবই দুর্বল বিদ্যুৎ চলে গেলে নেটওয়ার্ক থাকেনা।,Network Issue
আমার সাপাহার থানায় টেলিটক এর কোন নেটওয়ার্ক তৈরি করা হয়নি এ পর্যন্ত ।,Network Issue
"নেটওয়ার্ক অতিরিক্ত খারাপ। সাতারকুল স্কুল রোড, বাড্ডা, ঢাকা।",Network Issue
এই ad টা তৈরি করতে জত টাকা তাদের দিয়েছেন সেই টাকা দিয়ে অন্তত একটা টাওয়ার  তৈরি করলে অনেক উপকার হত কারো না কারো,Network Issue
"দয়া করে, স্পন্সর অফ করে নেটওয়ার্ক ঠিক করুন। শতভাগ নিশ্চয়তা দেওয়ার পর সব করুন।এসব স্পন্সরে কাজে দিবে না।",Network Issue
"নেটওয়ার্ক সার্ভিস ভালো না, থ্রিজি নাই",3g/4g Issue
কিছু বলার নাই আমি শুরু থেকেই টেলিটকের সাথে আছি কিন্তু এতই বাজে নেটওয়ার্ক এই যুগে চলে না,Internet Issue
কলই তো দেওয়া যাইনা,Network Issue
আগে ভালো ভাবে নেটওয়ার্ক দেন তার পড়ে ভেবে দেখবো,Internet Issue
শুধু নেটওয়ার্কটা পাইনা বাকি সব কিছু পাই👏,Network Issue
টেলিটকের নেট চালাবার গেলে নারিকেল গাছের উপরে উঠা লাগে,Internet Issue
টেলিটকের ফোরজি অন্যান্য ব্র্যান্ডের টুজি এর সমান।,3g/4g Issue
টেলিটক নেটওয়ার্ক খুবই দুর্বল,Network Issue
নেটওয়ার্ক কভারেজ নাই,Network Issue
"রাজশাহীর জেলার মোহনপুর থানার কৃষ্ণপুর গ্রামে টেলিটক এর সিমে কথা বলা যাচ্ছে না ।
নেটওয়ার্ক নাই বললেই চলে",Network Issue
এই অফার কি বর্নমালা সিমে হবে ?,Promotional
নেটওয়ার্ক সমস্যা।,Network Issue
এই অফার কি শুধু শতবর্ষ সীমের জন্য?,Promotional
"নেটওয়ার্কের নাই উন্নতি

বিঙ্গাপন নিয়েই  মাতামাতি!🥲",Network Issue
সিম রিপ্লেস করতে কতো টাকা লাগে/,Promotional
সিমে সমস্যা দেখা দিচ্ছে,Network Issue
সিম রিপ্লেসমেন্ট ফি কতো টাকা?,Promotional
এই অফার কতবার নেওয়া যাবে????,Promotional
"গাইবান্ধা পলাশবাড়ি উপজেলার 
টেলিটক নেটওয়ার্ক নষ্ট মেরামতের 
দায় নেবে কে?",Availability
নেট কই?????,Network Issue
সব জায়গায় ভালো থাকলেও আমার রুম E ও আসে না ডাটা অন এ হয় না আমার রুম থেকে ব্যবহার করলে।  কি করা যায়?,3g/4g Issue
সবই ঠিক আছে অসংখ্য অভিযোগের ভিতরে সব থেকে বড় সমস্যা সিমের ক্রয় পদ্ধতি এবং কাস্টমার কেয়ার সংকট,Availability
আপনাদের নেটওয়ার্ক খুব খারাপ অবস্থা,Network Issue
এই প্যাকেজটি কি সবার জন্য,Promotional
"ভাই শুধু ইমার্জেন্সি,,🙄🙄😥",Internet Issue
"নেটওয়ার্ক আরেকটু ভালো করলে সবাই টেলিটকই চালাইতো, আপনারা বুঝেন না মিয়া। ফেইল",Network Issue
আগে নেটওর্য়াক ঠিক করো তার পর লেকচার দিতে আইসো,Network Issue
"সবজায়গায় নেটওয়ার্ক পাইনা, সিম কিনে আজাইরা টাকা নষ্ট🥱",Network Issue
"টেলিটক চালাই তিন বছরের বেশি হবে। সারা দেশে এখনো ভালো নেটওয়ার্ক পাওয়া যাচ্ছে না। ঢাকার একটু চিপাচাপার বিল্ডিং বা রুমে নেট পাওয়া যায়না।
টেলিটকের কল রেট খুব কম, ডেটার দাম ও কম। সব দিক দিয়ে টেলিটক উপকারী। অনুরোধ থাকবে নেটওয়ার্কের গতি বাড়ানোর ।",Network Issue
"ইসলামী বিশ্ববিদ্যালয়, কুষ্টিয়া এলাকায় দিন দিন টেলিটকের নেটওয়ার্কের অবনতি লক্ষ করছি। দায়িত্বশীল দৃষ্টি আকর্ষণ করছি",Network Issue
এর থেকে বাজে নেটওয়ার্ক আমি বাংলাদেশের আর কোন সিমে পাইনি,Network Issue
Teletalk ময়মনসিংহ  টেলিটক কাস্টমার কোথায়?,Promotional
টেলিটকে নেটওয়ার্ক একদম বাজে,Network Issue
আগে নেটওয়ার্ক ব্যবস্থা ভালো করেন,Network Issue
টাওয়ার সমস্যা ঠিক করেন আগে তারপর যত অফার দিতে পারেন,Network Issue
টেলিটক কি ই-সিম দিচ্ছে?,Promotional
"এমবি কিনে কী হবে???
যদি নেটওয়ার্কের জন্য চালানো না যায়????",Internet Issue
সিম রিপ্লেস করতে খরচ কত,Promotional
পদুয়া লোহাগাড়া চট্টগ্রাম একদম কাজ করে না নেটওয়ার্কে,Network Issue
অবশিষ্ট ইন্টারনেট প্যাকের মেয়াদ বাড়াবো কিভাবে?,Promotional
২জিবি ৭দিন করা উচিত,Availability
স্বাধীন প্যাকেজ থেকে শত বর্ষ প্যাকেজ এ মাইগ্রেট করা যাবে?,Promotional
"ফালতু,,,নেটওয়ার্ক নাই",Network Issue
20 tkr niche recharge hoy na 🙂,Availability
"নেট ভাল করুন, সাশ্রয়ী মূল্যের কোন লাভ নেই। আমি ভাল করে চালাতে পারছি না",Internet Issue
"বাজে সার্ভিস,,,জেলা শহরে সিমের নেটওয়ার্ক থাকেনা",Network Issue
teletalk এ আনলিমিটেড ইন্টারনেটের কোন প্যাকেজ আছে যেমন ১৫ দিন আনলিমিটেড ইন্টারনেট বা ১ মাস আনলিমিটেড ইন্টারনেট?,Internet Issue
"টেলিটকের আর Wifi এখন সেম 🚫🚫

কারেন্ট যাওয়ার সাথে সাথে নেটওয়ার্ক জিরো।।। হাস্যকর বিষয়!",Network Issue
২g পায়  👀,3g/4g Issue
সিমের তো নেটওয়ার্ক পায়না তাহলে এমবি দিয়ে কি হবে,Internet Issue
৪ দিন হলো নেটওয়ার্ক নাই গাইবান্ধার পলাশবাড়ী তে,Network Issue
নেটওয়ার্কই তো থাকে না,Network Issue
Network problem 🙂,Network Issue
সব কিছুই ঠিক আছে শুধু গ্রামে নেট পায় না,Network Issue
নেট এত দূর্বল তা আগে যানতাম না,Internet Issue
বাজে নেট,Internet Issue
এই অফারটা আমি এখন পাই না কেন?আগে তো পেতাম। অথচ আমি টেলিটকে মাসে ৫০০ টাকার ইন্টারনেট ব্যবহার করি। এখন আগের কোন অফারই কাছ করে না।,Availability
নেটওয়ার্কের উন্নতি করুন,Network Issue
মাসে ৪ বার দেয়া উচিৎ। 🫠🫠,Availability
"ভাই, 
টেলিটক ব্যবহার করতে ভালো লাগে কিন্তু ফেনী দাগনভুঞা ঠিক মতো নেটওয়ার্ক থাকে না।এতো সুন্দর প্যাকেজ দিয়ে লাভ কি? যদি নেটওয়ার্ক না থাকে।",Network Issue
আপনাদের অফার ভালো কিন্তু নেটওয়ার্ক কভারেজ ভালো না,Network Issue
"বালের সিমে নেট ই ভালো করে পায় না,, আর এম্বি কিনে কি বাল ছিরমু? 🤬",Network Issue
এই অফারটি এখনো অ্যাপ এ আসেনি??,Availability
টেলিটকের নেটওয়ার্ক প্রবলেম,Network Issue
"এত সুন্দর অফার অন্য কোন সিমে নাই,
শুধু নেটওয়ার্ক টা ভালো সবাই টেলিটক ব্যবহার করতো!",Network Issue
নেটওয়ার্কের অবস্থা এতো বাজে এতো ফালতু নেট। আগে নেটওয়ার্কের প্রব্লেম ঠিক করেন এরপর অফার দিতে আসিয়েন।,Network Issue
এখনও সেই 2G আমলে পড়ে আছেন। লোভনীয় পোস্ট দিয়ে মানুষকে বিভ্রান্ত করেন কেন?,3g/4g Issue
নেট পাই না তাই ব্যাবহার করি না- তুলে রেখেছি,Network Issue
টেলিটক ভাই নেটওয়ার্ক পাই যদি নেটওয়ার্ক পাইতো আমি অবশ্যই ব্যবহার করতাম,Network Issue
নেট না থাকলে প্যাকেজ দিলে বা*ল ফেলবে ?,Internet Issue
"হে*ডার/বা*লের সিম, কারেন্ট গেলে নেট চইলা যায়",Network Issue
২০ টাকার নিচে রিচার্জ করা যায় না। এখন কি ভাবে অফারটি পেতে পারি?,Promotional
যে বা**লের নেট 🤣🤣,Internet Issue
ভৈরব উপজেলায় টেলিটক নেটওয়ার্ক শক্তিশালী করা প্রয়োজন।,Availability
"আগে ২জি, ৩জি, ৪জি সেবা ২৪ ঘন্টা নিশ্চিত করুন। তারপর না হয় বিজ্ঞাপন দিবেন",3g/4g Issue
রাত ৯ টার পর থেকে খুলনার নেট কানেকশন ডাউন!! এমনি একটা কখনোই নেট পাওয়া যায় না তারপর এখন পুরো নাই হয়েগেছে !! তারপর কারেন্ট গেলে নেট ও নাই হয়ে যায়! সার্ভিস এমন হলে টাকা দিয়ে নেট কিনে লাভ কি???,Internet Issue
১৭ টাকায় ২ জিবি ইন্টারনেট (মেয়াদ ১৫ দিন) নেওয়া হয় আর ১৫ দিনে যদি শেষ না হয় তাহলে ১৫ দিনের আগে যদি আবার রিচার্জ করি অবশিষ্ট এমবি যোগ হবে কিনা?,Promotional
ভাইরে সব জায়গায় নেটওয়ার্ক পাওয়া যায়না এটাই সমস্যা,Network Issue
গাজীপুরে নো সার্ভিস থাকে,Network Issue
নেটওয়ার্ক টাওয়ার বৃদ্ধি করুন। আমাদের এলাকায় আপনাদের নেটওয়ার্ক নাই।,Network Issue
সিম পাবো কেমনে,Promotional
কারেন্ট গেলেই নেটওয়ার্ক থাকেনা । তাই সমস্যায় আছি। যদিও আমি টেলিটক প্রেমি...,Network Issue
"সব ঠিক আছে,,নেটওয়ার্ক নাই",Network Issue
বর্ণমালা মূল্য?,Promotional
কিনবো কিভাবে?,Promotional
"বর্ণমালা সিমের জন্য আবেদন করছি এখন কীভাবে সিমটি উওলোন করতে হবে, বর্ণমালা সিম কিনতে পাওয়া যাবে কী?",Promotional
Network খুব খারাপ,Network Issue
সবই ঠিক আছে কিন্তু বিদ্যুৎ চলে গেলে নেটওয়ার্ক চলে যায় এর সমাধান কি,Network Issue
নেটওয়ার্ক তো থাকেই না,Network Issue
ভাই নেটওয়ার্ক থাকে নি?,Network Issue
"টেলিটক সিমে তো কলই যায় না  প্রচুর পরিমাণে সমস্যা করে
 সিম ফোনে থাকা সত্ত্বেও কল ঢোকে না দেখায় যে বন্ধ আছে",Network Issue
"ঢাকাতেই যদি নেটওয়ার্ক প্রবলেম হয়, তাহলে গ্রামের কি অবস্থা বলেন?",Network Issue
নেটের যে অবস্থা🤣,Internet Issue
আমাদের কেরাণীগঞ্জ থানার হযরতপুর ইউনিয়নে এই সীমই তো পাওয়া যায় না!!,Availability
নেটওয়ার্ক থাকে না এটাও একটু বলেন ভাই ☹️,Network Issue
লক্ষীপুর পুরা জেলায় কি আপনাদের নেটওয়ার্ক কার্যকর করা হয়েছে?,Network Issue
কারেন্ট গেলে ওয়াইফাই এর মত টেলিটক এর নেটওয়ার্ক চলে যায়।।,Network Issue
নেটওয়ার্ক এর দেখাই পাওয়া যায়না😌,Network Issue
মিরপুর ১০-এর কেয়ার সেন্টার কয়টা পর্যন্ত খোলা থাকে?? Teletalk,Promotional
বিদ্যুৎ নাই কয়লার কারণে কিন্তু নেটওয়ার্ক নাই কোন  কারণে জাতি জানতে চায় দয়া করে বলবেন,Network Issue
টেলিটক এর নেটওয়ার্ক এ সমস্যা এগুলো ঠিক হলে মানুষ আবার টেলিটক এ ফিরে যাবে।  আমরা আশাবাদি টেলিটক নেটওয়ার্ক ঠিক হবে এবং টাওয়ার এর সংখ্যা বাড়াতে হবে। ❤️,Network Issue
রংপুর বিভাগে আপনারা কি সারাজীবন একই ইন্টারনেট গতি আর নেটওয়ার্ক দিয়ে যাবেন উন্নয়ন করবেন না।জনগণ এর টাকা টা অন্তত হালাল করে খান।আপনাদের উর্ধতন কর্মকর্তা গুলা কি সারাজীবন জনগণ এর টাকা মেরে খায়া যাবে।আপনারা ত ফি সার্ভিস দেন না তাহলে ইন্টারনেট এর গতি এত কম কেন।লোকদেখানো ৩জি ৪জি ফুল নেটওয়ার্ক দিয়া রাখছেন কিন্তু স্পীড নাই।এক এলাকা থেকে অন্য এলাকা গেলেই খেলা শেষ আপনাদের।এত অভিযোগ আর বলিয়া কোন লাভ নাই।আপনারা ত ঘাড় ট্যারা।,Internet Issue
চরম ফালতু ইন্টারনেট সার্ভিস। 4g তে পায় সর্বোচ্চ 8mbps.,3g/4g Issue
"বালের সিম বালের নেটওয়ার্ক, কারেন্ট চলে গেলে নেটওয়ার্ক ও চলে যায়, হেল্প লাইনে কল দিয়ে ও কোনো কাজ হয় না।আর হেল্প লাইনে সব আনপ্রফেশনাল লোক দিয়ে কাজ করায়",Network Issue
সিমটার নেটওয়ার্ক নাই...,Network Issue
"আপনাদের তো টাওয়ারই দেখি, নেটওয়ার্ক পাব কোথা থেকে,শত শত মানুষ টেলিটক ব্যবহার করতে চায় কিন্তু নেটওয়ার্কের জন্য করতে পারছে না 😔",Network Issue
কারেন্ট গেলে নেট ফুরুত,Network Issue
"কারেন্ট চলে গেলে টেলিটক শেষ 🐸
Data use করা যায় না",Network Issue
"2G নেটওয়ার্ক পেত এখান থেকে ওখানে গাছের নিচে দৌড়িয়ে বেড়াতে হয়। 3G আর 4G এর কথা তো চিন্তাও করা যায় না।
তাহলে সিম কার্ড কিনে কি করবো?",3g/4g Issue
গ্রামে আপনাদের সিমের কুনো নেটওয়ার্ক পাই না কথায় বলতে পারি না নেটওয়ার্ক এর জন্য তার আবার সব জায়গায় 4g পায় কই,Network Issue
"নেটওয়ার্ক এত শক্তিশালী যে- কল পর্যন্ত যায় না, ইন্টারনেটের কথা না হয় বাদেই দিলাম🙂",Network Issue
ভাই। গ্রামে নেট পায় নাতো। গ্রামের নাম বিদ্যানন্দ।,Network Issue
কারেন্ট চলে গেলে সিমের নেটওয়ার্ক হারায়ে যায়। এই সমস্যাটার সমাধান করেন তাহলে ইউজার অটোমেটিক বাড়বে।,Network Issue
"Zila- Dinajpur 
Thana - Chirirbandor 
Union - purbosaitara 
phone Number : 01576644703

উক্ত ঠিকানায়,  নেটওয়ার্ক  পাই না ঠিকমত।  ২জি ও মাঝে মাঝে ইমারজেন্সি  হয়ে থাকে। 
সমাধান চাই তারাতারি",Network Issue
"2 G পেতে কস্ট হয়
যেখানে BL GP airtel robi full 4G
ঐ খানে teletalk 2G 🤣🤣

ঝালোকাঠি। কাঠালিয়া। কচুয়া।
এখানে একটা 4G tower থাকলে অনেকেই এই সিম ব্যবহার করতে পারতো।",3g/4g Issue
২টা সিম টেলিটকের।  লোড সেডিং শুরু হবার পর থেকে আলহামদুলিল্লাহ ২টার একটা  এখন  রবি আরেকটি এয়ারটেল।  টেলিটক ২টা সিম মিলে ১৮০ টাকা ব্যালেন্স আছে। কিন্তু থেকে কি হবে নেটওয়ার্ক ই থাকে না।  প্রয়োজন এর সময় যদি সিম এর নেটওয়ার্ক না থাকে তাইলে কেমন লাগে। বিদ্যুৎ গেছে ত টেলিটক ও শেষ। 🥹,Network Issue
সিম কিনতে অনেক ডকুমেন্ট লাগে তাই কিনিনা 👻,Availability
টেলিটক কোম্পানি যদি নেটওয়ার্ক সমস্যা সমাধান করতে না পারে ।তাহলে বাংলাদেশের জনগণের কাছে টেলিটক কোম্পানি বিক্রি করার জন্য আহ্বান জানাচ্ছি।,Network Issue
"কিন্তু আপনারা যখন সারা দেশে নেটওয়ার্কের স্পীড নিয়ে টেস্ট করেছিলেন  তখন রবি,বাংলালিংক, জিপি কে নিয়ে কাজ করেছিলেন টেলিটক সিম আপনারা হাতে নেননি 😏",Network Issue
"Mim Khatun""EID DEAL"" অফার থেকে আমি ৭ জিবি ৩ দিন অফার টা নিয়েছি।কিন্তু আমাকে দেওয়া হয়েছে ২.৫০ জিবি ।বাকিটা কখন দেবেন?LikeReply3dEdited",Promotional
Ãmír Hamzaরবি সিম থেকে এয়ারটেল সিমে টাকা ট্রান্সফার করা যায় কি?LikeReply1d,Promotional
Azam Uddin৩০ জিবি ইন্টারনেট কত টাকাLikeReply10h,Promotional
LA B IBপ্রতি মিনিটে ৩৳ করে কাটতেছে কী ভাবে সমস্যা সমাধান করবে বলবেন প্লিজ??LikeReply1d,Promotional
Oporna Hasanঈদের ইন্টারনেট অফার কি কি আছে?LikeReply3d,Promotional
MD Imran Hossen২৩ টাকায় ৩জিবি ৭দিন (১৫ দিনে একবার) ডাটা অফারটি বন্ধ আছে কিLikeReply3d,Availability
Juwel Khan২৩ টাকা রিচার্জে ৩জিবির অফারটা কি আছে( নতুন সিমে)LikeReply3d,Promotional
Juned Alam Offecial  · Followরবি বন্ধ সিম ওফার কিLikeReply4d,Promotional
Golam Rabbaniরবি মোবাইল সেটিংক্স টা দিয়েন তোLikeReply4d,Promotional
Mohammad Khan Arifভাই একটা সিম রেজিষ্ট্রেশন পরিবর্তন করতে চাই  প্লিজ হেল্প খুব বিপদে আচিLikeReply4d,Promotional
Mahabub Ullah৫৯৯ টাকার ৩০ জিবি ৬০০ মিনিট প্যাকেজে ১৮ জিবি ৪০০ মিনিট পেলাম কেন?LikeReply4d,Availability
"বিগত কয়েক মাস যাবত নেটওয়ার্কের যা সমস্যা ফেস করছি সেটা বলার মতো নয়, এখানে ১ কিলোমিটারের মধ্যে কোন টাওয়ার নেই তাই আপনাদের কাছে একটা রিকুয়েষ্ট। আমাদের রংপুর জেলার কাউনিয়া উপজেলার ২নং হারাগাছ ইউনিয়নের সোনাতন গ্রামে একটা টাওয়ার দেন। তাহলে এই এলাকার গ্রাহক গুলো একটু ভালোভাবে নেটওয়ার্ক পাবে। বিষয়টি একটু গুরুত্বের সঙ্গে দেখবেন।",Network Issue
বাংলালিংক এ প্রতি মাসে ফ্রি বোনাস অফার বন্ধ হয়েছে কেন,Availability
বিএল অ্যাপ এ তো পাচ্ছি না। আপডেট কি?,Availability
সিম তুলতে কত টাকা লাগবে? ?,Promotional
আগে নিজেদের সার্ভিসটা ঠিক করেন পাশের দেশে ১৯৯ রুপি রির্চাজ করলে ১ মাস কল আনলিমিটেড ফ্রী সাথে প্রতিদিন দেড় জিবি ডাটা ফ্রী বর্তমান কে অনুসরণ করুন ভবিষ্যৎ কে নয়,Availability
"কক্সবাজার জেলার চকরিয়া উপজেলা/থানায়, বাংলালিংক এর অফিস/কাস্টমার কেয়ার সেন্টার কোথায়? প্লিজ",Promotional
সমাজসেবা বাদ দিয়ে আগে নেটওয়ার্ক ঠিক করেন এটাই বড় সমাজসেবা,Network Issue
"বাংলালিংক দেশের সবচেয়ে খারাপ নেটওয়ার্ক সার্ভিস প্রভাইডার।নতুন করে কেউ যেন বাংলালিংক সিম না কেনে। এত বাজে সেবা দেয় এরা। এদের সাথে আছি ১০ বছরের বেশি সময় ধরে, কিন্তু এদের নেটওয়ার্ক এর জন্য অন্য কোন নেটওয়ার্কে যুক্ত হবো।",Network Issue
আললিমিটেট mb অফার দাম কতো?,Promotional
"আমি গতকাল imo সোশ্যাল প্যাক কিনছি। ১৯ টাকা ৫০০ mb ৭ দিন মেয়াদ। সমস্যা হলো নেট চালু করলে মূল ব্যালেন্স থেকে টাকা কাটা শুরু হয়। mb ও কাটে, টাকাও কাটে। এর সমাধান কি? plz call 01959116163",Availability
২ ঘন্টার জন্য কোনো আনলিমিটেড অফার আছে,Promotional
বাংলালিংক সিম দেশের সবচেয়ে বাজে নেটওয়ার্ক,Network Issue
